propiedad;precio;ALMACENES PEQUENOS VENTA DE ALIMENTOS;ESTABLECIMIENTOS DE ENSENANZA PRIMARIA Y SECUNDARIA PARA ADULTOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;PELUQUERIAS Y SALONES DE BELLEZA;SECTOR
1850;2990;1133;1129;891;1029;
1851;2990;1374;546;903;1021;
1852;2990;239;162;154;91;
1853;2990;178;67;46;4;
1854;2990;158;52;7;94;
1855;2990;38;135;298;391;
1856;2990;159;120;159;245;
1857;2990;10;40;30;239;
1858;2994;960;919;1373;850;
1859;2999;81;221;50;1191;
1860;2999;31;50;240;84;
1861;2999;81;165;18;91;
1862;2999;108;116;807;169;
1863;2999;164;60;231;115;
1864;2999;86;149;20;262;
1865;3000;630;1398;911;1001;
1866;3000;1090;1371;829;1115;
1867;3000;173;8;220;58;
1868;3000;628;686;1349;434;
1869;3000;70;122;284;105;
1870;3000;71;26;190;252;
1871;3000;23;237;1;248;
1872;3000;69;42;224;51;
1873;3000;314;9;269;180;
1874;3000;9;69;235;187;
1875;3000;534;891;1341;1324;
1876;3000;198;141;388;176;
1877;3000;77;225;13;289;
1878;3000;193;256;306;107;
1879;3000;274;42;277;351;
1880;3000;255;250;44;52;
1881;3000;155;4;57;1126;
1882;3000;29;59;286;45;
1883;3000;14;7;15;127;
1884;3000;114;27;126;106;
1885;3000;633;47;205;203;
1886;3000;1383;1263;1335;705;
1887;3000;182;61;68;372;
1888;3000;95;25;78;210;
1889;3000;42;3;830;125;
1890;3000;20;355;47;169;
1891;3000;496;1381;659;559;
1892;3000;200;85;96;208;
1893;3000;62;72;7;162;
1894;3000;131;140;72;179;
1895;3000;199;214;151;263;
1896;3000;45;181;213;38;
1897;3000;6;134;366;225;
1898;3000;47;5;232;37;
1899;3003;162;183;84;59;
1900;3003;22;233;166;81;
1901;3003;13;10;320;32;
1902;3003;1;135;159;76;
1903;3003;1333;910;1143;1105;
1904;3003;104;19;1278;183;
1905;3003;92;91;941;150;
1906;3003;568;893;422;865;
1907;3003;165;72;820;111;
1908;3003;145;29;471;160;
1909;3003;974;798;601;727;
1910;3003;278;208;147;747;
1911;3003;98;13;274;26;
1912;3003;183;151;159;187;
1913;3003;11;107;61;171;
1914;3003;84;43;146;157;
1915;3003;83;97;398;71;
1916;3003;114;155;189;119;
1917;3003;74;142;73;370;
1918;3003;187;162;42;343;
1919;3003;14;20;327;39;
1920;3003;168;161;94;374;
1921;3003;36;73;956;152;
1922;3003;506;1224;1385;462;
1923;3022;37;191;308;108;
1924;3024;26;154;35;12;
1925;3029;23;14;228;290;
1926;3030;447;780;596;1175;
1927;3041;289;242;239;272;
1928;3041;32;184;55;231;
1929;3042;1346;881;916;486;
1930;3042;50;202;110;353;
1931;3042;94;176;20;260;
1932;3045;153;273;272;281;
1933;3050;735;1209;537;645;
1934;3050;64;131;221;157;
1935;3050;1094;1159;950;825;
1936;3050;12;199;132;249;
1937;3050;74;259;134;152;
1938;3050;9;216;339;190;
1939;3050;48;245;266;31;
1940;3054;249;267;1203;257;
1941;3058;672;840;1212;1248;
1942;3059;11;282;267;146;
1943;3060;86;205;17;282;
1944;3078;146;162;145;130;
1945;3078;151;358;396;709;
1946;3078;217;111;137;336;
1947;3078;1322;401;569;1003;
1948;3078;964;813;880;806;
1949;3078;91;23;47;101;
1950;3078;75;232;86;75;
1951;3078;19;36;15;62;
1952;3078;828;627;678;431;
1953;3078;200;102;126;908;
1954;3078;100;22;152;190;
1955;3078;15;179;491;147;
1956;3078;85;166;80;334;
1957;3080;92;89;248;34;
1958;3090;151;107;78;228;
1959;3096;956;837;520;857;
1960;3100;131;209;158;293;
1961;3100;955;1132;1210;787;
1962;3100;132;42;259;112;
1963;3100;64;62;265;48;
1964;3100;226;173;477;59;
1965;3100;85;11;112;97;
1966;3100;89;72;929;17;
1967;3100;882;942;804;852;
1968;3100;5;59;196;15;
1969;3100;224;244;138;1081;
1970;3100;140;151;8;67;
1971;3100;82;81;287;88;
1972;3100;34;17;21;97;
1973;3100;57;226;292;70;
1974;3100;52;88;229;157;
1975;3100;13;143;386;373;
1976;3100;63;52;354;26;
1977;3104;1050;1039;692;1158;
1978;3105;150;66;333;44;
1979;3116;91;135;103;43;
1980;3116;88;76;1326;121;
1981;3116;552;754;732;1212;
1982;3116;191;134;163;193;
1983;3116;142;150;543;706;
1984;3116;18;62;301;134;
1985;3116;6;223;188;230;
1986;3116;13;141;274;233;
1987;3116;381;6;269;195;
1988;3116;112;106;84;201;
1989;3116;14;188;61;7;
1990;3116;39;3;364;348;
1991;3120;22;323;223;181;
1992;3125;107;119;367;236;
1993;3125;43;114;356;29;
1994;3130;166;75;455;23;
1995;3132;235;220;1196;1012;
1996;3134;9;188;47;20;
1997;3135;989;1127;473;1392;
1998;3148;122;67;8;300;
1999;3150;1145;143;90;1093;
2000;3150;45;178;32;165;
2001;3150;145;294;146;347;
2002;3150;88;212;262;1015;
2003;3150;91;97;36;44;
2004;3150;49;118;258;26;
2005;3150;165;174;127;252;
2006;3150;46;278;35;205;
2007;3153;56;198;279;323;
2008;3153;95;17;374;46;
2009;3153;73;38;48;147;
2010;3153;76;20;10;1179;
2011;3161;30;200;153;67;
2012;3170;610;892;986;1394;
2013;3172;26;127;256;161;
2014;3173;10;151;137;16;
2015;3175;194;194;22;218;
2016;3179;143;107;791;191;
2017;3180;74;306;19;335;
2018;3189;146;307;593;367;
2019;3190;701;146;43;283;
2020;3190;116;72;79;316;
2021;3191;45;87;123;30;
2022;3191;41;36;335;73;
2023;3191;147;42;62;4;
2024;3191;109;145;941;389;
2025;3191;107;289;110;126;
2026;3191;229;206;547;284;
2027;3191;39;172;274;170;
2028;3191;124;81;163;37;
2029;3191;118;119;529;356;
2030;3191;262;290;199;161;
2031;3191;10;150;361;337;
2032;3191;749;657;1178;1186;
2033;3191;21;97;312;131;
2034;3191;21;15;216;200;
2035;3191;41;248;100;155;
2036;3191;151;93;144;159;
2037;3191;173;138;240;157;
2038;3191;134;196;300;165;
2039;3191;198;99;1302;30;
2040;3191;16;195;186;197;
2041;3191;91;199;218;213;
2042;3191;509;504;440;515;
2043;3191;691;1261;646;656;
2044;3191;93;196;225;193;
2045;3191;126;80;88;54;
2046;3191;43;85;153;62;
2047;3191;184;193;50;155;
2048;3191;75;321;16;236;
2049;3191;1089;819;808;853;
2050;3191;1322;784;1076;562;
2051;3191;13;96;124;234;
2052;3191;124;142;149;373;
2053;3191;1074;1202;567;580;
2054;3191;2;76;110;131;
2055;3191;189;110;396;342;
2056;3191;109;171;672;173;
2057;3191;328;1;41;80;
2058;3191;21;165;215;80;
2059;3191;460;63;152;182;
2060;3191;70;21;91;295;
2061;3199;32;84;252;128;
2062;3200;518;659;594;1173;
2063;3200;25;198;279;44;
2064;3200;131;176;921;344;
2065;3200;1210;632;685;541;
2066;3200;1384;867;963;1129;
2067;3200;95;75;210;149;
2068;3200;1;75;1354;49;
2069;3200;1265;551;1294;512;
2070;3200;91;50;343;98;
2071;3200;146;83;99;193;
2072;3200;458;539;760;1042;
2073;3200;25;200;278;8;
2074;3200;375;42;298;884;
2075;3200;1069;550;803;634;
2076;3200;52;49;672;196;
2077;3200;50;87;6;166;
2078;3200;155;170;308;129;
2079;3200;76;288;53;248;
2080;3200;936;1118;1397;801;
2081;3200;30;151;141;88;
2082;3200;5;273;392;283;
2083;3200;52;88;1190;114;
2084;3200;142;68;31;189;
2085;3200;36;22;338;182;
2086;3200;140;97;337;156;
2087;3210;96;183;223;105;
2088;3220;52;138;373;207;
2089;3225;171;117;158;147;
2090;3228;5;18;834;107;
2091;3228;16;54;1283;171;
2092;3228;70;2;209;58;
2093;3228;63;114;275;204;
2094;3230;1024;791;1132;1301;
2095;3245;19;10;217;36;
2096;3247;178;143;174;188;
2097;3250;1261;407;516;575;
2098;3250;1283;1340;1056;1384;
2099;3250;300;287;792;866;
2100;3250;1396;1032;922;1359;
2101;3250;98;61;287;319;
2102;3250;183;115;106;318;
2103;3250;88;161;191;65;
2104;3250;1119;1033;819;1191;
2105;3250;96;181;54;188;
2106;3250;88;46;328;212;
2107;3252;95;94;26;69;
2108;3260;66;28;208;116;
2109;3266;8;40;374;45;
2110;3266;12;100;355;91;
2111;3266;65;91;382;5;
2112;3266;98;39;346;80;
2113;3266;18;15;314;79;
2114;3266;1182;1012;881;1056;
2115;3266;1341;741;614;434;
2116;3266;153;91;140;172;
2117;3266;237;3;208;160;
2118;3266;69;230;65;18;
2119;3266;11;100;153;6;
2120;3266;241;79;20;330;
2121;3266;1102;1329;1029;449;
2122;3270;67;89;22;18;
2123;3273;277;45;125;234;
2124;3276;146;198;235;265;
2125;3280;255;225;8;7;
2126;3280;1338;1054;817;1061;
2127;3284;1022;663;590;1398;
2128;3290;177;250;109;240;
2129;3290;144;7;463;94;
2130;3300;14;6;1177;195;
2131;3300;1348;1053;757;1304;
2132;3300;39;102;64;63;
2133;3300;15;127;173;146;
2134;3300;60;56;1;289;
2135;3300;61;213;3;228;
2136;3300;91;85;568;107;
2137;3300;80;45;1398;117;
2138;3300;100;76;615;155;
2139;3300;78;3;1075;193;
2140;3300;56;50;274;226;
2141;3300;135;147;146;920;
2142;3300;821;1216;649;688;
2143;3300;1288;928;956;1360;
2144;3300;34;136;99;157;
2145;3300;1366;237;38;189;
2146;3300;56;97;393;205;
2147;3300;80;91;1376;199;
2148;3300;658;1236;520;448;
2149;3300;88;149;310;281;
2150;3303;50;60;359;1187;
2151;3303;557;785;592;1381;
2152;3303;43;175;230;161;
2153;3303;38;206;154;475;
2154;3303;8;15;48;99;
2155;3303;28;125;194;72;
2156;3306;112;128;167;144;
2157;3307;994;1205;573;801;
2158;3320;477;332;1111;388;
2159;3325;367;141;232;1270;
2160;3325;67;115;40;212;
2161;3326;865;1308;631;936;
2162;3336;122;78;57;187;
2163;3341;845;1293;1152;495;
2164;3341;178;185;1386;129;
2165;3341;17;20;113;149;
2166;3341;61;77;376;44;
2167;3341;959;470;1367;1362;
2168;3341;178;295;223;161;
2169;3350;181;160;63;378;
2170;3350;144;124;58;394;
2171;3350;61;6;5;190;
2172;3350;160;64;300;249;
2173;3350;87;79;1373;170;
2174;3350;235;23;283;281;
2175;3350;157;174;166;340;
2176;3350;47;62;704;146;
2177;3350;130;325;372;235;
2178;3360;66;154;224;44;
2179;3360;792;886;470;722;
2180;3364;1022;586;1254;976;
2181;3365;51;147;351;339;
2182;3372;1013;702;646;1189;
2183;3375;92;96;308;39;
2184;3375;22;39;309;171;
2185;3375;94;221;250;51;
2186;3375;62;25;661;64;
2187;3375;67;39;64;91;
2188;3378;98;161;32;61;
2189;3378;87;98;305;835;
2190;3378;1222;1380;1251;1054;
2191;3378;77;61;1119;58;
2192;3378;46;163;265;111;
2193;3378;137;121;197;125;
2194;3378;1239;977;1399;775;
2195;3378;1395;1318;810;450;
2196;3378;50;85;1269;65;
2197;3378;133;91;229;214;
2198;3378;960;1374;504;705;
2199;3378;140;147;249;144;
2200;3378;83;129;249;46;
2201;3378;125;87;273;106;
2202;3380;12;155;149;274;
2203;3390;159;181;234;187;
2204;3390;545;314;749;360;
2205;3390;46;32;286;20;
2206;3394;52;30;397;116;
2207;3395;103;20;300;207;
2208;3400;923;1198;1336;1071;
2209;3400;9;299;72;97;
2210;3400;76;264;145;226;
2211;3400;14;153;244;28;
2212;3400;60;158;195;126;
2213;3400;73;289;152;3;
2214;3400;431;1249;1114;816;
2215;3400;432;1330;561;1202;
2216;3400;94;224;53;90;
2217;3400;637;1219;844;1135;
2218;3400;29;140;107;83;
2219;3400;204;292;587;338;
2220;3414;100;35;68;185;
2221;3416;74;279;124;185;
2222;3416;152;129;324;79;
2223;3416;89;200;113;152;
2224;3416;3;70;15;69;
2225;3416;94;151;270;126;
2226;3420;532;1245;1064;1390;
2227;3420;80;238;129;63;
2228;3424;90;458;1155;31;
2229;3434;46;46;43;27;
2230;3434;4;51;37;82;
2231;3440;104;134;72;255;
2232;3447;491;540;487;634;
2233;3450;1175;710;982;898;
2234;3450;154;278;154;880;
2235;3450;71;87;865;137;
2236;3450;167;120;57;218;
2237;3450;933;638;634;578;
2238;3450;1155;855;342;777;
2239;3450;71;178;96;56;
2240;3450;3;17;491;184;
2241;3453;450;627;833;978;
2242;3453;80;12;259;108;
2243;3453;434;780;1011;1060;
2244;3453;2;270;1358;92;
2245;3453;960;918;971;881;
2246;3453;116;29;290;107;
2247;3453;15;215;136;184;
2248;3453;489;919;439;700;
2249;3453;64;125;287;380;
2250;3453;836;410;1036;624;
2251;3460;38;65;250;49;
2252;3462;48;8;27;83;
2253;3467;1254;1008;650;1126;
2254;3470;114;84;104;138;
2255;3484;1339;1276;407;1264;
2256;3490;1196;605;414;469;
2257;3490;881;608;405;1099;
2258;3490;111;44;132;95;
2259;3490;84;227;376;87;
2260;3491;87;269;117;205;
2261;3491;125;279;55;266;
2262;3491;39;109;281;8;
2263;3491;44;169;264;203;
2264;3491;56;60;1145;199;
2265;3491;96;119;187;255;
2266;3491;13;234;109;195;
2267;3491;121;244;1305;35;
2268;3492;456;1341;677;668;
2269;3492;79;13;292;150;
2270;3495;175;103;27;211;
2271;3498;19;131;218;91;
2272;3500;469;1302;1122;575;
2273;3500;847;1073;496;1107;
2274;3500;5;56;1225;105;
2275;3500;784;414;1080;1318;
2276;3500;1183;1141;564;524;
2277;3500;148;193;372;116;
2278;3500;31;113;158;1262;
2279;3500;640;256;59;160;
2280;3500;159;276;249;346;
2281;3500;104;317;1184;1238;
2282;3500;167;28;89;28;
2283;3500;60;269;282;138;
2284;3500;480;30;210;135;
2285;3500;786;443;658;1325;
2286;3500;942;769;510;1119;
2287;3500;898;505;1308;1147;
2288;3500;1059;415;1275;553;
2289;3500;627;1167;417;1367;
2290;3500;137;254;64;221;
2291;3500;122;123;113;1054;
2292;3500;63;8;82;25;
2293;3500;176;141;42;127;
2294;3500;185;132;134;120;
2295;3500;152;266;170;150;
2296;3500;1297;1213;632;792;
2297;3500;1305;1382;695;1142;
2298;3500;168;309;392;347;
2299;3500;25;241;55;261;
2300;3500;27;274;99;9;
2301;3500;199;135;66;168;
2302;3500;97;3;41;211;
2303;3505;894;970;937;864;
2304;3508;85;59;87;5;
2305;3510;111;189;9;249;
2306;3513;43;75;89;55;
2307;3522;176;189;242;233;
2308;3523;630;454;680;716;
2309;3524;159;272;225;88;
2310;3528;848;920;1166;913;
2311;3528;128;519;313;231;
2312;3528;8;160;126;202;
2313;3528;27;122;109;287;
2314;3528;1324;1271;555;540;
2315;3528;82;484;612;195;
2316;3528;100;38;119;184;
2317;3528;48;92;1;373;
2318;3528;110;603;310;248;
2319;3530;170;72;114;73;
2320;3533;6;114;83;64;
2321;3534;93;14;294;23;
2322;3540;6;173;709;179;
2323;3547;77;8;250;154;
2324;3548;1205;106;92;1139;
2325;3550;222;17;282;360;
2326;3550;187;46;44;174;
2327;3550;50;200;387;78;
2328;3555;770;826;563;532;
2329;3560;659;1117;938;433;
2330;3560;570;1201;460;978;
2331;3566;179;178;182;873;
2332;3566;114;80;118;116;
2333;3566;471;1152;1130;611;
2334;3566;1232;645;727;1394;
2335;3566;67;258;248;194;
2336;3566;39;98;22;59;
2337;3566;70;140;217;83;
2338;3566;112;241;71;210;
2339;3566;19;111;171;48;
2340;3566;81;107;246;17;
2341;3566;102;106;156;409;
2342;3566;610;960;650;752;
2343;3566;207;180;216;124;
2344;3566;50;186;370;87;
2345;3566;58;190;2;169;
2346;3566;1367;438;1074;1321;
2347;3566;89;90;328;118;
2348;3566;878;1254;750;1376;
2349;3566;99;60;1;168;
2350;3566;44;93;183;1;
2351;3566;822;1201;1006;894;
2352;3566;38;9;262;37;
2353;3566;78;49;193;23;
2354;3566;499;737;662;682;
2355;3566;1262;987;1132;1249;
2356;3570;166;245;287;171;
2357;3570;10;346;103;243;
2358;3580;78;38;796;140;
2359;3585;130;174;277;137;
2360;3590;446;677;411;961;
2361;3595;38;817;36;40;
2362;3600;78;176;87;185;
2363;3600;75;119;1377;174;
2364;3600;874;464;1165;957;
2365;3600;158;163;177;422;
2366;3600;119;56;209;331;
2367;3600;968;442;850;1125;
2368;3600;61;4;99;372;
2369;3600;120;200;91;180;
2370;3600;784;549;752;965;
2371;3600;168;189;25;106;
2372;3600;97;46;53;221;
2373;3600;62;137;126;75;
2374;3604;109;296;41;268;
2375;3604;38;93;260;381;
2376;3604;191;187;1124;131;
2377;3604;946;1114;1353;550;
2378;3604;96;184;128;217;
2379;3604;15;34;15;371;
2380;3604;52;186;129;267;
2381;3605;148;157;99;179;
2382;3625;882;133;91;106;
2383;3630;77;65;203;84;
2384;3632;259;258;317;290;
2385;3640;51;117;118;30;
2386;3641;261;106;324;267;
2387;3641;942;941;1198;507;
2388;3641;264;90;106;100;
2389;3641;136;151;161;76;
2390;3641;163;82;171;197;
2391;3641;39;16;12;222;
2392;3641;24;36;38;61;
2393;3641;1195;1309;417;1087;
2394;3642;112;269;806;197;
2395;3643;818;1194;1222;1209;
2396;3650;46;131;181;55;
2397;3650;16;83;275;325;
2398;3650;1313;855;1003;1114;
2399;3650;1328;563;1129;953;
2400;3650;49;19;194;38;
2401;3650;73;140;846;132;
2402;3650;64;68;578;255;
2403;3650;287;314;140;280;
2404;3650;138;57;347;170;
2405;3650;90;137;60;67;
2406;3675;1334;1280;660;735;
2407;3679;33;176;117;104;
2408;3679;53;8;176;167;
2409;3679;10;357;247;63;
2410;3679;136;170;40;160;
2411;3679;898;674;1097;997;
2412;3679;1228;1249;1266;592;
2413;3679;846;568;954;1227;
2414;3679;83;58;167;62;
2415;3679;70;112;123;84;
2416;3679;507;744;604;777;
2417;3679;86;291;225;267;
2418;3680;164;275;155;134;
2419;3683;183;100;691;59;
2420;3683;120;86;1398;57;
2421;3700;206;4;763;99;
2422;3700;689;1325;1162;932;
2423;3700;1079;1341;897;1181;
2424;3700;567;1382;926;1311;
2425;3700;192;184;95;172;
2426;3700;382;189;2;18;
2427;3700;112;139;146;118;
2428;3700;118;45;337;333;
2429;3700;252;124;140;25;
2430;3700;91;190;212;356;
2431;3700;1076;1016;796;644;
2432;3700;167;179;78;92;
2433;3700;51;96;44;208;
2434;3700;80;28;324;304;
2435;3700;206;144;144;275;
2436;3700;27;9;19;277;
2437;3700;513;125;417;160;
2438;3700;175;111;84;153;
2439;3700;98;28;176;112;
2440;3700;496;183;1226;103;
2441;3700;84;42;155;73;
2442;3700;113;16;327;307;
2443;3700;65;99;105;41;
2444;3704;111;65;67;69;
2445;3707;1206;1130;553;424;
2446;3716;619;1051;625;463;
2447;3716;198;126;186;135;
2448;3716;95;135;128;60;
2449;3716;495;660;1070;1393;
2450;3716;112;154;215;139;
2451;3716;130;84;124;603;
2452;3716;79;298;71;229;
2453;3720;473;520;1008;742;
2454;3723;1237;1341;1244;1342;
2455;3724;288;65;323;227;
2456;3730;1370;695;526;658;
2457;3733;96;93;362;61;
2458;3735;24;67;220;78;
2459;3735;471;1089;840;460;
2460;3735;910;610;1137;505;
2461;3737;146;143;168;181;
2462;3740;124;32;199;262;
2463;3750;49;81;262;84;
2464;3750;213;195;168;190;
2465;3750;525;1277;642;1051;
2466;3750;86;52;294;40;
2467;3750;36;119;192;71;
2468;3750;15;195;246;77;
2469;3750;279;122;460;263;
2470;3750;59;36;170;189;
2471;3750;26;228;95;39;
2472;3750;342;840;409;670;
2473;3754;66;14;21;26;
2474;3754;206;193;140;83;
2475;3754;1034;472;693;897;
2476;3754;146;60;279;379;
2477;3754;61;282;625;191;
2478;3754;39;6;192;57;
2479;3754;41;222;634;167;
2480;3754;207;11;193;234;
2481;3754;3;137;280;16;
2482;3754;7;218;89;119;
2483;3754;400;55;531;263;
2484;3754;18;54;231;90;
2485;3754;20;128;65;63;
2486;3760;559;636;661;872;
2487;3780;1275;773;1019;560;
2488;3780;83;292;30;21;
2489;3780;573;921;1133;830;
2490;3780;52;97;166;307;
2491;3788;359;1;214;234;
2492;3790;123;397;86;244;
2493;3790;26;60;262;173;
2494;3791;356;300;266;209;
2495;3791;260;140;15;90;
2496;3791;124;153;118;101;
2497;3800;9;44;46;296;
2498;3800;73;22;97;145;
2499;3800;22;397;34;105;
2500;3800;67;154;220;88;
2501;3800;31;121;890;147;
2502;3800;1269;1365;1168;1225;
2503;3800;1;169;188;42;
2504;3800;570;979;441;752;
2505;3800;931;1120;593;858;
2506;3800;846;570;715;1374;
2507;3800;1035;1137;863;961;
2508;3800;113;111;392;259;
2509;3800;2;179;66;45;
2510;3800;489;172;188;171;
2511;3800;117;134;49;154;
2512;3800;105;35;563;101;
2513;3800;426;1226;1254;660;
2514;3800;204;162;107;316;
2515;3800;44;26;24;64;
2516;3800;1360;734;1279;664;
2517;3800;240;85;155;309;
2518;3800;1219;255;182;280;
2519;3800;60;76;39;198;
2520;3800;43;192;88;199;
2521;3800;29;34;161;99;
2522;3810;285;228;274;794;
2523;3829;47;6;32;72;
2524;3829;728;1223;1369;1140;
2525;3830;32;73;779;251;
2526;3840;180;56;296;190;
2527;3843;85;2;309;13;
2528;3843;198;37;219;130;
2529;3846;54;65;255;188;
2530;3850;30;268;345;96;
2531;3850;9;26;110;64;
2532;3850;1228;435;1348;412;
2533;3852;87;189;166;199;
2534;3854;85;170;801;498;
2535;3859;839;111;229;245;
2536;3860;99;279;23;84;
2537;3866;160;163;433;150;
2538;3867;101;101;153;222;
2539;3875;97;123;278;145;
2540;3880;152;33;361;79;
2541;3882;59;62;48;243;
2542;3887;43;572;398;35;
2543;3890;159;57;95;33;
2544;3890;1322;1331;580;814;
2545;3890;152;100;133;97;
2546;3890;87;187;123;182;
2547;3900;102;102;213;375;
2548;3900;238;267;260;188;
2549;3900;39;262;110;167;
2550;3900;18;148;150;20;
2551;3900;192;109;39;232;
2552;3900;1069;411;1315;1095;
2553;3900;575;895;1206;1361;
2554;3900;98;281;92;56;
2555;3900;61;4;1;585;
2556;3900;164;200;158;115;
2557;3900;94;4;58;338;
2558;3900;11;184;55;218;
2559;3904;2;31;292;218;
2560;3904;47;85;241;263;
2561;3905;30;105;290;122;
2562;3940;1199;520;718;675;
2563;3941;42;35;66;210;
2564;3941;36;119;1001;94;
2565;3941;65;87;114;4;
2566;3941;132;92;71;62;
2567;3941;169;166;85;200;
2568;3941;1160;709;979;1078;
2569;3941;49;244;134;17;
2570;3941;97;130;75;84;
2571;3941;138;56;13;220;
2572;3941;35;118;284;20;
2573;3941;69;94;75;10;
2574;3941;765;442;1292;1232;
2575;3941;5;5;281;48;
2576;3941;35;194;690;91;
2577;3941;153;337;917;199;
2578;3941;58;4;569;6;
2579;3941;255;137;248;7;
2580;3941;133;166;208;161;
2581;3941;342;68;11;142;
2582;3944;273;23;243;1388;
2583;3950;196;183;353;212;
2584;3950;60;3;150;65;
2585;3950;187;178;496;225;
2586;3950;100;184;1132;37;
2587;3950;298;104;364;269;
2588;3950;66;40;60;53;
2589;3950;48;164;1195;57;
2590;3950;301;89;75;104;
2591;3958;775;570;1142;1131;
2592;3979;274;62;384;140;
2593;3979;496;1182;1357;1215;
2594;3979;239;243;106;125;
2595;3979;88;45;293;29;
2596;3979;766;537;804;1029;
2597;3980;23;224;955;155;
2598;3980;66;94;210;153;
2599;3980;72;4;278;179;
2600;3990;633;606;626;628;
2601;3990;1302;1175;683;1250;
2602;3990;914;1093;745;1295;
2603;3990;58;152;178;37;
2604;3990;218;355;83;36;
2605;3990;125;232;381;434;
2606;3990;58;167;940;31;
2607;3990;216;206;97;26;
2608;3990;194;109;315;368;
2609;3996;1039;745;806;1303;
2610;4000;1022;1167;640;1135;
2611;4000;15;308;111;42;
2612;4000;163;179;1394;268;
2613;4000;130;154;185;220;
2614;4000;1171;1028;414;638;
2615;4000;948;624;406;550;
2616;4000;60;156;170;5;
2617;4000;1094;554;951;935;
2618;4000;134;143;187;155;
2619;4000;73;58;133;1;
2620;4000;1066;353;1194;1224;
2621;4000;1105;872;857;1183;
2622;4000;81;33;46;58;
2623;4000;49;227;182;86;
2624;4000;70;61;164;52;
2625;4000;14;98;75;300;
2626;4000;1326;489;942;796;
2627;4016;80;115;295;9;
2628;4016;131;165;219;189;
2629;4016;122;127;279;181;
2630;4016;102;165;214;355;
2631;4025;143;82;162;86;
2632;4035;79;164;105;54;
2633;4050;825;816;850;1176;
2634;4050;824;1282;523;1174;
2635;4053;1385;1229;775;936;
2636;4054;510;1211;460;887;
2637;4054;377;187;66;27;
2638;4054;148;108;67;138;
2639;4054;18;107;321;167;
2640;4054;96;36;611;241;
2641;4054;10;115;73;19;
2642;4054;747;1120;1286;811;
2643;4060;692;595;685;1080;
2644;4065;62;169;197;95;
2645;4080;1115;860;1229;1030;
2646;4091;121;135;48;371;
2647;4091;103;134;173;185;
2648;4091;83;98;291;393;
2649;4091;1166;970;1380;599;
2650;4100;108;31;346;1186;
2651;4100;987;890;952;406;
2652;4100;209;155;147;261;
2653;4100;242;150;184;298;
2654;4100;133;289;150;115;
2655;4100;226;175;129;256;
2656;4100;138;133;23;162;
2657;4100;182;663;955;20;
2658;4100;541;832;626;748;
2659;4110;189;205;184;700;
2660;4111;489;885;1267;628;
2661;4116;652;787;646;438;
2662;4120;185;237;57;155;
2663;4120;106;6;131;102;
2664;4120;154;147;56;188;
2665;4120;262;171;180;247;
2666;4120;195;215;124;186;
2667;4120;183;271;120;118;
2668;4129;1162;915;1017;1098;
2669;4129;933;1387;1066;1063;
2670;4129;149;216;176;439;
2671;4129;76;120;959;1088;
2672;4129;535;1290;833;434;
2673;4129;603;106;233;349;
2674;4129;1066;888;827;826;
2675;4129;19;38;26;145;
2676;4129;89;19;65;39;
2677;4129;76;14;82;27;
2678;4129;1103;802;838;464;
2679;4129;16;17;103;27;
2680;4129;92;60;234;24;
2681;4129;167;94;358;136;
2682;4129;828;1386;1130;561;
2683;4129;155;102;1383;100;
2684;4129;106;165;136;187;
2685;4129;24;107;239;35;
2686;4129;278;122;433;1291;
2687;4129;679;717;619;1044;
2688;4129;152;35;161;150;
2689;4140;74;67;293;91;
2690;4150;1297;479;954;887;
2691;4150;223;271;194;99;
2692;4150;250;113;317;301;
2693;4150;210;149;58;325;
2694;4180;1014;409;1064;744;
2695;4180;176;471;960;142;
2696;4180;262;106;208;250;
2697;4185;719;21;98;48;
2698;4185;1343;12;46;54;
2699;4190;33;51;157;64;
2700;4190;150;40;1106;796;
2701;4200;482;844;921;974;
2702;4200;165;8;214;175;
2703;4200;1215;1166;1347;1117;
2704;4200;85;113;224;192;
2705;4200;1346;384;74;18;
2706;4200;205;66;210;119;
2707;4200;335;235;449;1240;
2708;4200;35;63;208;1201;
2709;4200;173;150;204;104;
2710;4200;430;1326;1352;710;
2711;4200;146;113;1017;804;
2712;4200;92;11;177;231;
2713;4200;804;832;1210;627;
2714;4200;253;123;86;170;
2715;4200;74;114;359;145;
2716;4200;667;1053;1235;502;
2717;4200;1199;1093;700;992;
2718;4200;396;295;341;346;
2719;4200;754;343;88;78;
2720;4204;121;106;192;188;
2721;4204;404;166;185;183;
2722;4223;1210;1069;1018;1277;
2723;4223;48;76;123;189;
2724;4238;87;163;1023;77;
2725;4240;489;738;873;630;
2726;4242;1200;817;1190;1204;
2727;4242;50;154;39;49;
2728;4242;179;237;525;170;
2729;4242;26;971;183;236;
2730;4242;33;82;260;143;
2731;4250;31;74;168;48;
2732;4250;189;159;148;98;
2733;4250;1350;268;138;270;
2734;4258;39;201;37;185;
2735;4260;175;125;8;128;
2736;4277;46;18;172;11;
2737;4279;191;149;3;111;
2738;4279;71;17;33;71;
2739;4279;41;177;52;66;
2740;4279;148;137;34;289;
2741;4281;571;1253;1092;1366;
2742;4285;69;114;365;151;
2743;4288;165;1115;78;168;
2744;4290;49;34;59;45;
2745;4290;61;299;161;76;
